[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-21 05:47:15:423 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-21 05:47:25:372 10 sec: 12 operations; 1.2 current ops/sec; est completion in 20 minutes [READ: Count=12, Max=828927, Min=720384, Avg=779178.67, 90=824319, 99=828927, 99.9=828927, 99.99=828927] 
2019-05-21 05:47:35:368 20 sec: 25 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=834559, Min=717312, Avg=767192.62, 90=817151, 99=834559, 99.9=834559, 99.99=834559] 
2019-05-21 05:47:45:368 30 sec: 38 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=855551, Min=715264, Avg=760851.69, 90=830975, 99=855551, 99.9=855551, 99.99=855551] 
2019-05-21 05:47:55:369 40 sec: 51 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=855039, Min=720896, Avg=763293.54, 90=837119, 99=855039, 99.9=855039, 99.99=855039] 
2019-05-21 05:48:05:369 50 sec: 64 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=855039, Min=724480, Avg=778850.46, 90=847359, 99=855039, 99.9=855039, 99.99=855039] 
2019-05-21 05:48:15:368 60 sec: 77 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=820223, Min=728576, Avg=770107.08, 90=816639, 99=820223, 99.9=820223, 99.99=820223] 
2019-05-21 05:48:25:368 70 sec: 90 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=848895, Min=721408, Avg=769437.54, 90=842751, 99=848895, 99.9=848895, 99.99=848895] 
2019-05-21 05:48:35:368 80 sec: 103 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=836095, Min=700416, Avg=761245.54, 90=833023, 99=836095, 99.9=836095, 99.99=836095] 
2019-05-21 05:48:45:368 90 sec: 116 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=862719, Min=704512, Avg=775069.54, 90=818175, 99=862719, 99.9=862719, 99.99=862719] 
2019-05-21 05:48:55:368 100 sec: 129 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=870911, Min=698880, Avg=764278.15, 90=824319, 99=870911, 99.9=870911, 99.99=870911] 
2019-05-21 05:49:05:369 110 sec: 142 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=844799, Min=695808, Avg=754904.62, 90=811007, 99=844799, 99.9=844799, 99.99=844799] 
2019-05-21 05:49:15:368 120 sec: 155 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=833535, Min=724480, Avg=766798.77, 90=813055, 99=833535, 99.9=833535, 99.99=833535] 
2019-05-21 05:49:25:368 130 sec: 168 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=823807, Min=707584, Avg=757031.38, 90=823807, 99=823807, 99.9=823807, 99.99=823807] 
2019-05-21 05:49:35:368 140 sec: 182 operations; 1.4 current ops/sec; est completion in 16 minutes [READ: Count=14, Max=819199, Min=701440, Avg=755382.86, 90=812031, 99=819199, 99.9=819199, 99.99=819199] 
2019-05-21 05:49:45:368 150 sec: 195 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=825343, Min=718336, Avg=767232, 90=806911, 99=825343, 99.9=825343, 99.99=825343] 
2019-05-21 05:49:55:368 160 sec: 208 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=840703, Min=701952, Avg=765223.38, 90=824831, 99=840703, 99.9=840703, 99.99=840703] 
2019-05-21 05:50:05:368 170 sec: 221 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=809471, Min=710144, Avg=764553.85, 90=808959, 99=809471, 99.9=809471, 99.99=809471] 
2019-05-21 05:50:15:368 180 sec: 234 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=827903, Min=689664, Avg=754077.54, 90=816639, 99=827903, 99.9=827903, 99.99=827903] 
2019-05-21 05:50:25:369 190 sec: 247 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=830975, Min=708096, Avg=756283.08, 90=804863, 99=830975, 99.9=830975, 99.99=830975] 
2019-05-21 05:50:35:368 200 sec: 260 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=826879, Min=727040, Avg=770894.77, 90=812543, 99=826879, 99.9=826879, 99.99=826879] 
2019-05-21 05:50:45:368 210 sec: 273 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=819199, Min=714752, Avg=759591.38, 90=806911, 99=819199, 99.9=819199, 99.99=819199] 
2019-05-21 05:50:55:368 220 sec: 286 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=836607, Min=706560, Avg=766129.23, 90=825855, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-21 05:51:05:368 230 sec: 299 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=850943, Min=723968, Avg=779716.92, 90=847871, 99=850943, 99.9=850943, 99.99=850943] 
2019-05-21 05:51:15:368 240 sec: 312 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=845823, Min=718848, Avg=768492.31, 90=838143, 99=845823, 99.9=845823, 99.99=845823] 
2019-05-21 05:51:25:368 250 sec: 325 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=845311, Min=705536, Avg=772470.15, 90=835583, 99=845311, 99.9=845311, 99.99=845311] 
2019-05-21 05:51:35:368 260 sec: 338 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=831487, Min=708096, Avg=757346.46, 90=830975, 99=831487, 99.9=831487, 99.99=831487] 
2019-05-21 05:51:45:368 270 sec: 351 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=828927, Min=732672, Avg=767586.46, 90=825343, 99=828927, 99.9=828927, 99.99=828927] 
2019-05-21 05:51:55:368 280 sec: 364 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=898047, Min=709632, Avg=774321.23, 90=858623, 99=898047, 99.9=898047, 99.99=898047] 
2019-05-21 05:52:05:368 290 sec: 377 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=826367, Min=715264, Avg=762112, 90=809983, 99=826367, 99.9=826367, 99.99=826367] 
2019-05-21 05:52:15:368 300 sec: 391 operations; 1.4 current ops/sec; est completion in 14 minutes [READ: Count=14, Max=838655, Min=676864, Avg=756406.86, 90=822783, 99=838655, 99.9=838655, 99.99=838655] 
2019-05-21 05:52:25:368 310 sec: 404 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=828927, Min=725504, Avg=774203.08, 90=819711, 99=828927, 99.9=828927, 99.99=828927] 
2019-05-21 05:52:35:368 320 sec: 417 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=845311, Min=728064, Avg=765420.31, 90=822783, 99=845311, 99.9=845311, 99.99=845311] 
2019-05-21 05:52:45:368 330 sec: 430 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=869887, Min=650240, Avg=758488.62, 90=820735, 99=869887, 99.9=869887, 99.99=869887] 
