[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-21 03:50:03:886 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-21 03:50:13:827 10 sec: 12 operations; 1.2 current ops/sec; est completion in 20 minutes [READ: Count=12, Max=827391, Min=724480, Avg=789077.33, 90=820735, 99=827391, 99.9=827391, 99.99=827391] 
2019-05-21 03:50:23:829 20 sec: 25 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=873983, Min=704000, Avg=772548.92, 90=868863, 99=873983, 99.9=873983, 99.99=873983] 
2019-05-21 03:50:33:828 30 sec: 38 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=844287, Min=707072, Avg=762466.46, 90=820223, 99=844287, 99.9=844287, 99.99=844287] 
2019-05-21 03:50:43:827 40 sec: 51 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=840703, Min=695296, Avg=768610.46, 90=813567, 99=840703, 99.9=840703, 99.99=840703] 
2019-05-21 03:50:53:828 50 sec: 64 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=850431, Min=675328, Avg=756913.23, 90=817663, 99=850431, 99.9=850431, 99.99=850431] 
2019-05-21 03:51:03:828 60 sec: 77 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=891391, Min=712192, Avg=767625.85, 90=849407, 99=891391, 99.9=891391, 99.99=891391] 
2019-05-21 03:51:13:828 70 sec: 90 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=828927, Min=708608, Avg=761442.46, 90=815103, 99=828927, 99.9=828927, 99.99=828927] 
2019-05-21 03:51:23:828 80 sec: 103 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=826879, Min=659456, Avg=751202.46, 90=806399, 99=826879, 99.9=826879, 99.99=826879] 
2019-05-21 03:51:33:828 90 sec: 116 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=892927, Min=704512, Avg=766247.38, 90=817663, 99=892927, 99.9=892927, 99.99=892927] 
2019-05-21 03:51:43:827 100 sec: 129 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=824831, Min=706560, Avg=765735.38, 90=807423, 99=824831, 99.9=824831, 99.99=824831] 
2019-05-21 03:51:53:828 110 sec: 142 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=824319, Min=701440, Avg=766050.46, 90=803327, 99=824319, 99.9=824319, 99.99=824319] 
2019-05-21 03:52:03:827 120 sec: 156 operations; 1.4 current ops/sec; est completion in 17 minutes [READ: Count=14, Max=836607, Min=708608, Avg=755236.57, 90=801791, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-21 03:52:13:827 130 sec: 169 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=818175, Min=720896, Avg=757622.15, 90=814591, 99=818175, 99.9=818175, 99.99=818175] 
2019-05-21 03:52:23:828 140 sec: 182 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=820223, Min=692736, Avg=756913.23, 90=807423, 99=820223, 99.9=820223, 99.99=820223] 
2019-05-21 03:52:33:828 150 sec: 195 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=834047, Min=714752, Avg=756873.85, 90=822783, 99=834047, 99.9=834047, 99.99=834047] 
2019-05-21 03:52:43:827 160 sec: 208 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=844799, Min=699904, Avg=772470.15, 90=836095, 99=844799, 99.9=844799, 99.99=844799] 
2019-05-21 03:52:53:827 170 sec: 221 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=821759, Min=678912, Avg=756322.46, 90=815103, 99=821759, 99.9=821759, 99.99=821759] 
2019-05-21 03:53:03:828 180 sec: 234 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=856063, Min=711168, Avg=766641.23, 90=834047, 99=856063, 99.9=856063, 99.99=856063] 
2019-05-21 03:53:13:827 190 sec: 247 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=831487, Min=714240, Avg=764081.23, 90=802815, 99=831487, 99.9=831487, 99.99=831487] 
2019-05-21 03:53:23:827 200 sec: 261 operations; 1.4 current ops/sec; est completion in 15 minutes [READ: Count=14, Max=842751, Min=717824, Avg=764306.29, 90=813567, 99=842751, 99.9=842751, 99.99=842751] 
2019-05-21 03:53:33:827 210 sec: 274 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=840191, Min=712192, Avg=763529.85, 90=828927, 99=840191, 99.9=840191, 99.99=840191] 
2019-05-21 03:53:43:827 220 sec: 287 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=816639, Min=690176, Avg=760615.38, 90=814079, 99=816639, 99.9=816639, 99.99=816639] 
2019-05-21 03:53:53:828 230 sec: 300 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=855551, Min=716288, Avg=765735.38, 90=829439, 99=855551, 99.9=855551, 99.99=855551] 
2019-05-21 03:54:03:827 240 sec: 313 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=850431, Min=708096, Avg=761796.92, 90=809471, 99=850431, 99.9=850431, 99.99=850431] 
2019-05-21 03:54:13:827 250 sec: 326 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=831999, Min=666624, Avg=763805.54, 90=816639, 99=831999, 99.9=831999, 99.99=831999] 
