[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-22 04:10:13:001 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-22 04:10:22:926 10 sec: 11 operations; 1.1 current ops/sec; est completion in 22 minutes [READ: Count=11, Max=856575, Min=705024, Avg=800884.36, 90=849407, 99=856575, 99.9=856575, 99.99=856575] 
2019-05-22 04:10:32:922 20 sec: 24 operations; 1.3 current ops/sec; est completion in 20 minutes [READ: Count=13, Max=883199, Min=740352, Avg=807246.77, 90=865279, 99=883199, 99.9=883199, 99.99=883199] 
2019-05-22 04:10:42:924 30 sec: 36 operations; 1.2 current ops/sec; est completion in 20 minutes [READ: Count=12, Max=855551, Min=746496, Avg=799957.33, 90=853503, 99=855551, 99.9=855551, 99.99=855551] 
2019-05-22 04:10:52:922 40 sec: 49 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=855039, Min=738304, Avg=794958.77, 90=837631, 99=855039, 99.9=855039, 99.99=855039] 
2019-05-22 04:11:02:922 50 sec: 61 operations; 1.2 current ops/sec; est completion in 19 minutes [READ: Count=12, Max=906239, Min=711680, Avg=792277.33, 90=840703, 99=906239, 99.9=906239, 99.99=906239] 
2019-05-22 04:11:12:923 60 sec: 74 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=855551, Min=737280, Avg=804686.77, 90=843775, 99=855551, 99.9=855551, 99.99=855551] 
2019-05-22 04:11:22:922 70 sec: 87 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=865791, Min=703488, Avg=782670.77, 90=841215, 99=865791, 99.9=865791, 99.99=865791] 
2019-05-22 04:11:32:922 80 sec: 99 operations; 1.2 current ops/sec; est completion in 18 minutes [READ: Count=12, Max=831999, Min=713216, Avg=788906.67, 90=826367, 99=831999, 99.9=831999, 99.99=831999] 
2019-05-22 04:11:42:922 90 sec: 112 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=839167, Min=686592, Avg=783261.54, 90=835071, 99=839167, 99.9=839167, 99.99=839167] 
2019-05-22 04:11:52:922 100 sec: 125 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=854527, Min=711168, Avg=790626.46, 90=845311, 99=854527, 99.9=854527, 99.99=854527] 
2019-05-22 04:12:02:922 110 sec: 137 operations; 1.2 current ops/sec; est completion in 18 minutes [READ: Count=12, Max=826367, Min=723456, Avg=790400, 90=825855, 99=826367, 99.9=826367, 99.99=826367] 
2019-05-22 04:12:12:922 120 sec: 150 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=925695, Min=752128, Avg=803190.15, 90=829951, 99=925695, 99.9=925695, 99.99=925695] 
2019-05-22 04:12:22:922 130 sec: 163 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=835071, Min=737792, Avg=785270.15, 90=831999, 99=835071, 99.9=835071, 99.99=835071] 
2019-05-22 04:12:32:922 140 sec: 175 operations; 1.2 current ops/sec; est completion in 17 minutes [READ: Count=12, Max=846335, Min=732672, Avg=791296, 90=836607, 99=846335, 99.9=846335, 99.99=846335] 
2019-05-22 04:12:42:922 150 sec: 188 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=842239, Min=719872, Avg=795667.69, 90=832511, 99=842239, 99.9=842239, 99.99=842239] 
2019-05-22 04:12:52:922 160 sec: 200 operations; 1.2 current ops/sec; est completion in 17 minutes [READ: Count=12, Max=834559, Min=710144, Avg=790016, 90=825855, 99=834559, 99.9=834559, 99.99=834559] 
2019-05-22 04:13:02:922 170 sec: 213 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=839679, Min=706048, Avg=779598.77, 90=823807, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-22 04:13:12:922 180 sec: 226 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=883199, Min=712192, Avg=792241.23, 90=833535, 99=883199, 99.9=883199, 99.99=883199] 
2019-05-22 04:13:22:922 190 sec: 238 operations; 1.2 current ops/sec; est completion in 16 minutes [READ: Count=12, Max=843263, Min=740352, Avg=793429.33, 90=833535, 99=843263, 99.9=843263, 99.99=843263] 
2019-05-22 04:13:32:922 200 sec: 251 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=864767, Min=698880, Avg=782592, 90=863743, 99=864767, 99.9=864767, 99.99=864767] 
2019-05-22 04:13:42:922 210 sec: 266 operations; 1.5 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=870911, Min=693248, Avg=789996.31, 90=853503, 99=870911, 99.9=870911, 99.99=870911] [READ-FAILED: Count=2, Max=8087, Min=7688, Avg=7888, 90=8087, 99=8087, 99.9=8087, 99.99=8087] 
2019-05-22 04:13:52:922 220 sec: 279 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=849919, Min=735232, Avg=788027.08, 90=846847, 99=849919, 99.9=849919, 99.99=849919] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2019-05-22 04:14:02:922 230 sec: 291 operations; 1.2 current ops/sec; est completion in 15 minutes [READ: Count=12, Max=858111, Min=692224, Avg=778026.67, 90=841727, 99=858111, 99.9=858111, 99.99=858111] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2019-05-22 04:14:12:922 240 sec: 304 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=879103, Min=733184, Avg=798857.85, 90=866303, 99=879103, 99.9=879103, 99.99=879103] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2019-05-22 04:14:22:922 250 sec: 316 operations; 1.2 current ops/sec; est completion in 15 minutes [READ: Count=12, Max=842239, Min=750592, Avg=796842.67, 90=834559, 99=842239, 99.9=842239, 99.99=842239] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2019-05-22 04:14:32:922 260 sec: 329 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=849407, Min=723968, Avg=786451.69, 90=839167, 99=849407, 99.9=849407, 99.99=849407] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
