[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-20 21:33:23:824 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-20 21:33:33:751 10 sec: 11 operations; 1.1 current ops/sec; est completion in 30 minutes [READ: Count=11, Max=949247, Min=720384, Avg=797858.91, 90=889343, 99=949247, 99.9=949247, 99.99=949247] 
2019-05-20 21:33:43:750 20 sec: 24 operations; 1.3 current ops/sec; est completion in 27 minutes [READ: Count=13, Max=893439, Min=727040, Avg=781489.23, 90=853503, 99=893439, 99.9=893439, 99.99=893439] 
2019-05-20 21:33:53:748 30 sec: 37 operations; 1.3 current ops/sec; est completion in 26 minutes [READ: Count=13, Max=863743, Min=700416, Avg=772155.08, 90=823295, 99=863743, 99.9=863743, 99.99=863743] 
2019-05-20 21:34:03:748 40 sec: 50 operations; 1.3 current ops/sec; est completion in 26 minutes [READ: Count=13, Max=848383, Min=704000, Avg=761836.31, 90=800255, 99=848383, 99.9=848383, 99.99=848383] 
2019-05-20 21:34:13:748 50 sec: 63 operations; 1.3 current ops/sec; est completion in 25 minutes [READ: Count=13, Max=852479, Min=704512, Avg=774754.46, 90=834559, 99=852479, 99.9=852479, 99.99=852479] 
2019-05-20 21:34:23:748 60 sec: 76 operations; 1.3 current ops/sec; est completion in 25 minutes [READ: Count=13, Max=859647, Min=731648, Avg=775896.62, 90=840703, 99=859647, 99.9=859647, 99.99=859647] 
2019-05-20 21:34:33:751 70 sec: 89 operations; 1.3 current ops/sec; est completion in 25 minutes [READ: Count=13, Max=860671, Min=724480, Avg=766326.15, 90=840703, 99=860671, 99.9=860671, 99.99=860671] 
2019-05-20 21:34:43:748 80 sec: 102 operations; 1.3 current ops/sec; est completion in 24 minutes [READ: Count=13, Max=869887, Min=700928, Avg=768413.54, 90=828927, 99=869887, 99.9=869887, 99.99=869887] 
2019-05-20 21:34:53:748 90 sec: 115 operations; 1.3 current ops/sec; est completion in 24 minutes [READ: Count=13, Max=827391, Min=707072, Avg=753014.15, 90=818687, 99=827391, 99.9=827391, 99.99=827391] 
2019-05-20 21:35:03:748 100 sec: 128 operations; 1.3 current ops/sec; est completion in 24 minutes [READ: Count=13, Max=835071, Min=715776, Avg=773691.08, 90=829951, 99=835071, 99.9=835071, 99.99=835071] 
2019-05-20 21:35:13:750 110 sec: 142 operations; 1.4 current ops/sec; est completion in 24 minutes [READ: Count=14, Max=803839, Min=685056, Avg=748909.71, 90=801791, 99=803839, 99.9=803839, 99.99=803839] 
2019-05-20 21:35:23:748 120 sec: 155 operations; 1.3 current ops/sec; est completion in 23 minutes [READ: Count=13, Max=814591, Min=732672, Avg=769910.15, 90=810495, 99=814591, 99.9=814591, 99.99=814591] 
2019-05-20 21:35:33:748 130 sec: 168 operations; 1.3 current ops/sec; est completion in 23 minutes [READ: Count=13, Max=841215, Min=699392, Avg=772391.38, 90=835583, 99=841215, 99.9=841215, 99.99=841215] 
2019-05-20 21:35:43:750 140 sec: 181 operations; 1.3 current ops/sec; est completion in 23 minutes [READ: Count=13, Max=844287, Min=722944, Avg=768492.31, 90=836095, 99=844287, 99.9=844287, 99.99=844287] 
2019-05-20 21:35:53:748 150 sec: 194 operations; 1.3 current ops/sec; est completion in 23 minutes [READ: Count=13, Max=824319, Min=686592, Avg=757819.08, 90=819711, 99=824319, 99.9=824319, 99.99=824319] 
2019-05-20 21:36:03:749 160 sec: 207 operations; 1.3 current ops/sec; est completion in 23 minutes [READ: Count=13, Max=841727, Min=702976, Avg=764790.15, 90=838143, 99=841727, 99.9=841727, 99.99=841727] 
2019-05-20 21:36:13:748 170 sec: 220 operations; 1.3 current ops/sec; est completion in 22 minutes [READ: Count=13, Max=872959, Min=734720, Avg=779480.62, 90=841215, 99=872959, 99.9=872959, 99.99=872959] 
2019-05-20 21:36:23:747 180 sec: 233 operations; 1.3 current ops/sec; est completion in 22 minutes [READ: Count=13, Max=861183, Min=708096, Avg=763017.85, 90=854015, 99=861183, 99.9=861183, 99.99=861183] 
2019-05-20 21:36:33:749 190 sec: 246 operations; 1.3 current ops/sec; est completion in 22 minutes [READ: Count=13, Max=844287, Min=705536, Avg=760339.69, 90=823295, 99=844287, 99.9=844287, 99.99=844287] 
2019-05-20 21:36:43:747 200 sec: 259 operations; 1.3 current ops/sec; est completion in 22 minutes [READ: Count=13, Max=873471, Min=716800, Avg=755495.38, 90=809471, 99=873471, 99.9=873471, 99.99=873471] 
2019-05-20 21:36:53:748 210 sec: 272 operations; 1.3 current ops/sec; est completion in 22 minutes [READ: Count=13, Max=848383, Min=679424, Avg=760772.92, 90=825855, 99=848383, 99.9=848383, 99.99=848383] 
2019-05-20 21:37:03:747 220 sec: 286 operations; 1.4 current ops/sec; est completion in 21 minutes [READ: Count=14, Max=816639, Min=706560, Avg=756406.86, 90=808447, 99=816639, 99.9=816639, 99.99=816639] 
2019-05-20 21:37:13:747 230 sec: 299 operations; 1.3 current ops/sec; est completion in 21 minutes [READ: Count=13, Max=818687, Min=718848, Avg=763451.08, 90=816639, 99=818687, 99.9=818687, 99.99=818687] 
2019-05-20 21:37:23:748 240 sec: 312 operations; 1.3 current ops/sec; est completion in 21 minutes [READ: Count=13, Max=847871, Min=706560, Avg=770264.62, 90=818687, 99=847871, 99.9=847871, 99.99=847871] 
2019-05-20 21:37:33:748 250 sec: 325 operations; 1.3 current ops/sec; est completion in 21 minutes [READ: Count=13, Max=830463, Min=716288, Avg=760969.85, 90=811519, 99=830463, 99.9=830463, 99.99=830463] 
