[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-22 05:11:39:944 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-22 05:11:49:880 10 sec: 12 operations; 1.2 current ops/sec; est completion in 20 minutes [READ: Count=12, Max=852479, Min=711680, Avg=776789.33, 90=851455, 99=852479, 99.9=852479, 99.99=852479] 
2019-05-22 05:11:59:877 20 sec: 25 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=892415, Min=712704, Avg=774439.38, 90=844799, 99=892415, 99.9=892415, 99.99=892415] 
2019-05-22 05:12:09:877 30 sec: 38 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=853503, Min=707584, Avg=769201.23, 90=827903, 99=853503, 99.9=853503, 99.99=853503] 
2019-05-22 05:12:19:877 40 sec: 51 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=845311, Min=690688, Avg=760457.85, 90=841727, 99=845311, 99.9=845311, 99.99=845311] 
2019-05-22 05:12:29:877 50 sec: 64 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=834559, Min=686592, Avg=773730.46, 90=825343, 99=834559, 99.9=834559, 99.99=834559] 
2019-05-22 05:12:39:877 60 sec: 77 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=841727, Min=707072, Avg=767704.62, 90=825343, 99=841727, 99.9=841727, 99.99=841727] 
2019-05-22 05:12:49:877 70 sec: 90 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=847871, Min=707072, Avg=771249.23, 90=824319, 99=847871, 99.9=847871, 99.99=847871] 
2019-05-22 05:12:59:877 80 sec: 103 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=857087, Min=722432, Avg=775345.23, 90=848383, 99=857087, 99.9=857087, 99.99=857087] 
2019-05-22 05:13:09:877 90 sec: 115 operations; 1.2 current ops/sec; est completion in 18 minutes [READ: Count=12, Max=858111, Min=725504, Avg=774656, 90=845311, 99=858111, 99.9=858111, 99.99=858111] 
2019-05-22 05:13:19:877 100 sec: 128 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=835583, Min=727040, Avg=782631.38, 90=830975, 99=835583, 99.9=835583, 99.99=835583] 
2019-05-22 05:13:29:877 110 sec: 141 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=844799, Min=717312, Avg=766404.92, 90=834047, 99=844799, 99.9=844799, 99.99=844799] 
2019-05-22 05:13:39:877 120 sec: 154 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=828415, Min=728576, Avg=765105.23, 90=814591, 99=828415, 99.9=828415, 99.99=828415] 
2019-05-22 05:13:49:877 130 sec: 167 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=833535, Min=713216, Avg=768649.85, 90=821247, 99=833535, 99.9=833535, 99.99=833535] 
2019-05-22 05:13:59:877 140 sec: 180 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=858623, Min=717312, Avg=774715.08, 90=815615, 99=858623, 99.9=858623, 99.99=858623] 
2019-05-22 05:14:09:877 150 sec: 193 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=849407, Min=687104, Avg=768649.85, 90=823295, 99=849407, 99.9=849407, 99.99=849407] 
2019-05-22 05:14:19:877 160 sec: 206 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=831487, Min=705024, Avg=769437.54, 90=806911, 99=831487, 99.9=831487, 99.99=831487] 
2019-05-22 05:14:29:877 170 sec: 219 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=842751, Min=710656, Avg=765341.54, 90=825343, 99=842751, 99.9=842751, 99.99=842751] 
2019-05-22 05:14:39:877 180 sec: 232 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=831999, Min=708096, Avg=768334.77, 90=826879, 99=831999, 99.9=831999, 99.99=831999] 
2019-05-22 05:14:49:877 190 sec: 245 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=866815, Min=719360, Avg=765853.54, 90=854015, 99=866815, 99.9=866815, 99.99=866815] 
2019-05-22 05:14:59:877 200 sec: 258 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=873983, Min=713216, Avg=765577.85, 90=818175, 99=873983, 99.9=873983, 99.99=873983] 
2019-05-22 05:15:09:877 210 sec: 271 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=860159, Min=675840, Avg=770028.31, 90=853503, 99=860159, 99.9=860159, 99.99=860159] 
2019-05-22 05:15:19:877 220 sec: 284 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=839167, Min=719872, Avg=775227.08, 90=831487, 99=839167, 99.9=839167, 99.99=839167] 
2019-05-22 05:15:29:878 230 sec: 297 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=860671, Min=715264, Avg=768610.46, 90=831487, 99=860671, 99.9=860671, 99.99=860671] 
2019-05-22 05:15:39:877 240 sec: 311 operations; 1.4 current ops/sec; est completion in 15 minutes [READ: Count=14, Max=824831, Min=696320, Avg=759881.14, 90=823295, 99=824831, 99.9=824831, 99.99=824831] 
2019-05-22 05:15:49:877 250 sec: 324 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=842239, Min=695296, Avg=764120.62, 90=814591, 99=842239, 99.9=842239, 99.99=842239] 
