[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-06-03 17:28:36:218 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-06-03 17:28:46:145 10 sec: 9 operations; 0.9 current ops/sec; est completion in 9 minutes [READ: Count=9, Max=1254399, Min=758272, Avg=997489.78, 90=1239039, 99=1254399, 99.9=1254399, 99.99=1254399] 
2019-06-03 17:28:56:145 20 sec: 20 operations; 1.1 current ops/sec; est completion in 8 minutes [READ: Count=11, Max=1250303, Min=752128, Avg=947176.73, 90=1199103, 99=1250303, 99.9=1250303, 99.99=1250303] 
2019-06-03 17:29:06:145 30 sec: 30 operations; 1 current ops/sec; est completion in 7 minutes [READ: Count=10, Max=1221631, Min=731136, Avg=946841.6, 90=1193983, 99=1221631, 99.9=1221631, 99.99=1221631] 
2019-06-03 17:29:16:145 40 sec: 41 operations; 1.1 current ops/sec; est completion in 7 minutes [READ: Count=11, Max=1233919, Min=734720, Avg=889925.82, 90=1173503, 99=1233919, 99.9=1233919, 99.99=1233919] 
2019-06-03 17:29:26:145 50 sec: 51 operations; 1 current ops/sec; est completion in 7 minutes [READ: Count=10, Max=1282047, Min=746496, Avg=1029248, 90=1278975, 99=1282047, 99.9=1282047, 99.99=1282047] 
2019-06-03 17:29:36:145 60 sec: 62 operations; 1.1 current ops/sec; est completion in 7 minutes [READ: Count=11, Max=1295359, Min=757760, Avg=924043.64, 90=1229823, 99=1295359, 99.9=1295359, 99.99=1295359] 
2019-06-03 17:29:46:145 70 sec: 72 operations; 1 current ops/sec; est completion in 6 minutes [READ: Count=10, Max=1263615, Min=723456, Avg=926489.6, 90=1203199, 99=1263615, 99.9=1263615, 99.99=1263615] 
2019-06-03 17:29:56:145 80 sec: 82 operations; 1 current ops/sec; est completion in 6 minutes [READ: Count=10, Max=1263615, Min=779776, Avg=1038361.6, 90=1197055, 99=1263615, 99.9=1263615, 99.99=1263615] 
2019-06-03 17:30:06:145 90 sec: 93 operations; 1.1 current ops/sec; est completion in 6 minutes [READ: Count=11, Max=1205247, Min=731648, Avg=936843.64, 90=1189887, 99=1205247, 99.9=1205247, 99.99=1205247] 
2019-06-03 17:30:16:145 100 sec: 104 operations; 1.1 current ops/sec; est completion in 6 minutes [READ: Count=11, Max=1330175, Min=725504, Avg=936773.82, 90=1188863, 99=1330175, 99.9=1330175, 99.99=1330175] 
2019-06-03 17:30:26:145 110 sec: 115 operations; 1.1 current ops/sec; est completion in 6 minutes [READ: Count=11, Max=1114111, Min=719872, Avg=885690.18, 90=1081343, 99=1114111, 99.9=1114111, 99.99=1114111] 
2019-06-03 17:30:36:145 120 sec: 125 operations; 1 current ops/sec; est completion in 6 minutes [READ: Count=10, Max=1293311, Min=751616, Avg=961382.4, 90=1209343, 99=1293311, 99.9=1293311, 99.99=1293311] 
2019-06-03 17:30:46:145 130 sec: 137 operations; 1.2 current ops/sec; est completion in 5 minutes [READ: Count=12, Max=1276927, Min=742400, Avg=895658.67, 90=1056767, 99=1276927, 99.9=1276927, 99.99=1276927] 
2019-06-03 17:30:56:145 140 sec: 146 operations; 0.9 current ops/sec; est completion in 5 minutes [READ: Count=9, Max=1215487, Min=737792, Avg=993223.11, 90=1188863, 99=1215487, 99.9=1215487, 99.99=1215487] 
2019-06-03 17:31:06:145 150 sec: 158 operations; 1.2 current ops/sec; est completion in 5 minutes [READ: Count=12, Max=1329151, Min=729088, Avg=862848, 90=1228799, 99=1329151, 99.9=1329151, 99.99=1329151] 
2019-06-03 17:31:16:145 160 sec: 169 operations; 1.1 current ops/sec; est completion in 5 minutes [READ: Count=11, Max=1186815, Min=754688, Avg=923438.55, 90=1170431, 99=1186815, 99.9=1186815, 99.99=1186815] 
2019-06-03 17:31:26:145 170 sec: 181 operations; 1.2 current ops/sec; est completion in 5 minutes [READ: Count=12, Max=1209343, Min=703488, Avg=877738.67, 90=1130495, 99=1209343, 99.9=1209343, 99.99=1209343] 
2019-06-03 17:31:36:145 180 sec: 192 operations; 1.1 current ops/sec; est completion in 4 minutes [READ: Count=11, Max=1147903, Min=716288, Avg=913850.18, 90=1132543, 99=1147903, 99.9=1147903, 99.99=1147903] 
2019-06-03 17:31:46:145 190 sec: 203 operations; 1.1 current ops/sec; est completion in 4 minutes [READ: Count=11, Max=1248255, Min=717312, Avg=868561.45, 90=1132543, 99=1248255, 99.9=1248255, 99.99=1248255] 
2019-06-03 17:31:56:145 200 sec: 214 operations; 1.1 current ops/sec; est completion in 4 minutes [READ: Count=11, Max=1396735, Min=740352, Avg=938379.64, 90=1302527, 99=1396735, 99.9=1396735, 99.99=1396735] 
2019-06-03 17:32:06:145 210 sec: 224 operations; 1 current ops/sec; est completion in 4 minutes [READ: Count=10, Max=1372159, Min=719872, Avg=1011942.4, 90=1352703, 99=1372159, 99.9=1372159, 99.99=1372159] 
2019-06-03 17:32:16:145 220 sec: 234 operations; 1 current ops/sec; est completion in 4 minutes [READ: Count=10, Max=1315839, Min=733184, Avg=940620.8, 90=1245183, 99=1315839, 99.9=1315839, 99.99=1315839] 
2019-06-03 17:32:26:145 230 sec: 245 operations; 1.1 current ops/sec; est completion in 4 minutes [READ: Count=11, Max=1239039, Min=735744, Avg=932398.55, 90=1186815, 99=1239039, 99.9=1239039, 99.99=1239039] 
2019-06-03 17:32:36:145 240 sec: 256 operations; 1.1 current ops/sec; est completion in 3 minutes [READ: Count=11, Max=1222655, Min=714752, Avg=868375.27, 90=1184767, 99=1222655, 99.9=1222655, 99.99=1222655] 
2019-06-03 17:32:46:145 250 sec: 268 operations; 1.2 current ops/sec; est completion in 3 minutes [READ: Count=12, Max=1244159, Min=685056, Avg=885269.33, 90=1195007, 99=1244159, 99.9=1244159, 99.99=1244159] 
2019-06-03 17:32:56:145 260 sec: 278 operations; 1 current ops/sec; est completion in 3 minutes [READ: Count=10, Max=1386495, Min=661504, Avg=948224, 90=1251327, 99=1386495, 99.9=1386495, 99.99=1386495] 
2019-06-03 17:33:06:145 270 sec: 290 operations; 1.2 current ops/sec; est completion in 3 minutes [READ: Count=12, Max=1201151, Min=702976, Avg=886570.67, 90=1173503, 99=1201151, 99.9=1201151, 99.99=1201151] 
2019-06-03 17:33:16:145 280 sec: 301 operations; 1.1 current ops/sec; est completion in 3 minutes [READ: Count=11, Max=1196031, Min=719872, Avg=910754.91, 90=1087487, 99=1196031, 99.9=1196031, 99.99=1196031] 
2019-06-03 17:33:26:145 290 sec: 311 operations; 1 current ops/sec; est completion in 2 minutes [READ: Count=10, Max=1301503, Min=742912, Avg=991334.4, 90=1254399, 99=1301503, 99.9=1301503, 99.99=1301503] 
2019-06-03 17:33:36:145 300 sec: 321 operations; 1 current ops/sec; est completion in 2 minutes [READ: Count=10, Max=1279999, Min=752128, Avg=975052.8, 90=1254399, 99=1279999, 99.9=1279999, 99.99=1279999] 
2019-06-03 17:33:46:145 310 sec: 331 operations; 1 current ops/sec; est completion in 2 minutes [READ: Count=10, Max=1253375, Min=791040, Avg=994252.8, 90=1234943, 99=1253375, 99.9=1253375, 99.99=1253375] 
2019-06-03 17:33:56:146 320 sec: 341 operations; 1 current ops/sec; est completion in 2 minutes [READ: Count=10, Max=1277951, Min=719360, Avg=980480, 90=1272831, 99=1277951, 99.9=1277951, 99.99=1277951] 
2019-06-03 17:34:06:145 330 sec: 352 operations; 1.1 current ops/sec; est completion in 2 minutes [READ: Count=11, Max=1233919, Min=673792, Avg=954903.27, 90=1204223, 99=1233919, 99.9=1233919, 99.99=1233919] 
2019-06-03 17:34:16:145 340 sec: 363 operations; 1.1 current ops/sec; est completion in 2 minutes [READ: Count=11, Max=1254399, Min=696832, Avg=896349.09, 90=1162239, 99=1254399, 99.9=1254399, 99.99=1254399] 
2019-06-03 17:34:26:145 350 sec: 374 operations; 1.1 current ops/sec; est completion in 1 minute [READ: Count=11, Max=1200127, Min=721920, Avg=906030.55, 90=1189887, 99=1200127, 99.9=1200127, 99.99=1200127] 
2019-06-03 17:34:36:145 360 sec: 384 operations; 1 current ops/sec; est completion in 1 minute [READ: Count=10, Max=1330175, Min=727552, Avg=1014707.2, 90=1270783, 99=1330175, 99.9=1330175, 99.99=1330175] 
2019-06-03 17:34:46:145 370 sec: 394 operations; 1 current ops/sec; est completion in 1 minute [READ: Count=10, Max=1302527, Min=711680, Avg=976332.8, 90=1216511, 99=1302527, 99.9=1302527, 99.99=1302527] 
2019-06-03 17:34:56:145 380 sec: 405 operations; 1.1 current ops/sec; est completion in 1 minute [READ: Count=11, Max=1366015, Min=717312, Avg=921413.82, 90=1243135, 99=1366015, 99.9=1366015, 99.99=1366015] 
